coupon_title_key,coupon_code_key,coupon_title_example,coupon_code_example,paid_registrations,channel_name,channel_type,alias_reason,reviewed
CUPOM PCD,IL1VWXA3,CUPOM PCD,IL1VWXA3,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,K46PN5W6,CUPOM PCD,K46PN5W6,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,K7W7JC9X,CUPOM PCD,K7W7JC9X,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,KD8L4IZD,CUPOM PCD,KD8L4IZD,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,KK33TH4M,CUPOM PCD,KK33TH4M,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,KQZSFZ2G,CUPOM PCD,KQZSFZ2G,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,L5YFGV3H,CUPOM PCD,L5YFGV3H,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,LI5BQ1X7,CUPOM PCD,LI5BQ1X7,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,LY2QUD5N,CUPOM PCD,LY2QUD5N,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,MX5XRWY8,CUPOM PCD,MX5XRWY8,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,N5S69M8T,CUPOM PCD,N5S69M8T,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,NB4KSTY9,CUPOM PCD,NB4KSTY9,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,NJY2HS3I,CUPOM PCD,NJY2HS3I,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,NPVR4A1B,CUPOM PCD,NPVR4A1B,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,PXXNJN4J,CUPOM PCD,PXXNJN4J,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,Q4UD662C,CUPOM PCD,Q4UD662C,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,QJRSAI9U,CUPOM PCD,QJRSAI9U,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,QQNHW17M,CUPOM PCD,QQNHW17M,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,R2XL2QVW,CUPOM PCD,R2XL2QVW,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,R4N4XX7N,CUPOM PCD,R4N4XX7N,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,RNRPTKZ7,CUPOM PCD,RNRPTKZ7,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,SAKTJF5H,CUPOM PCD,SAKTJF5H,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,T3QCUG18,CUPOM PCD,T3QCUG18,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,UGQYWC29,CUPOM PCD,UGQYWC29,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,UMMNHVZ3,CUPOM PCD,UMMNHVZ3,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,VSID4DWV,CUPOM PCD,VSID4DWV,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,W7IZ69XW,CUPOM PCD,W7IZ69XW,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,WVAVZK9M,CUPOM PCD,WVAVZK9M,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,XLHM75YX,CUPOM PCD,XLHM75YX,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,XZNIGATM,CUPOM PCD,XZNIGATM,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,Y2F1CH6E,CUPOM PCD,Y2F1CH6E,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,Z6EYUJWS,CUPOM PCD,Z6EYUJWS,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,ZLBDZW49,CUPOM PCD,ZLBDZW49,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PCD,ZT6UPV8I,CUPOM PCD,ZT6UPV8I,1,PCD,politica,códigos individuais consolidados na política PCD pelo título explícito do cupom,True
CUPOM PRE VENDA MIF 2026 MIPOA E RIO,FLORIPA2026,CUPOM PRÉ VENDA MIF 2026 - MIPOA E RIO,FLORIPA2026,12,CUPOM PRÉ VENDA MIF 2026 - MIPOA E RIO,campanha,identidade exata de título e código revisada,True
DANILO100,14FEZDZA,DANILO100,14FEZDZA,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,166WVKC2,DANILO100,166WVKC2,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,1GFTTUSQ,DANILO100,1GFTTUSQ,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,1JCS4Q7R,DANILO100,1JCS4Q7R,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,1NAAITWZ,DANILO100,1NAAITWZ,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,1Q9HQ95K,DANILO100,1Q9HQ95K,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,1ZIENHK9,DANILO100,1ZIENHK9,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,2485R55L,DANILO100,2485R55L,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,26F4AZI3,DANILO100,26F4AZI3,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,286L67UU,DANILO100,286L67UU,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,2HE11A1B,DANILO100,2HE11A1B,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,2LCIFCQJ,DANILO100,2LCIFCQJ,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,2NBQMSX5,DANILO100,2NBQMSX5,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,31C5G8QK,DANILO100,31C5G8QK,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,3A5TDM3F,DANILO100,3A5TDM3F,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,3KFQBVI4,DANILO100,3KFQBVI4,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,3Q28IZAW,DANILO100,3Q28IZAW,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,43BCNNY6,DANILO100,43BCNNY6,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,452UJVBX,DANILO100,452UJVBX,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,469U3RNE,DANILO100,469U3RNE,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,4M6973VV,DANILO100,4M6973VV,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,4N5GEI4F,DANILO100,4N5GEI4F,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,4S3YTLTP,DANILO100,4S3YTLTP,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,55B3ZAHY,DANILO100,55B3ZAHY,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,5K8G4MPF,DANILO100,5K8G4MPF,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,5M7NB3XZ,DANILO100,5M7NB3XZ,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,5R56Q5M8,DANILO100,5R56Q5M8,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,5U251229,DANILO100,5U251229,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,6343GE5G,DANILO100,6343GE5G,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,672KVHUQ,DANILO100,672KVHUQ,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,691S3X2A,DANILO100,691S3X2A,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,6IBP16IY,DANILO100,6IBP16IY,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,6PX77A9R,DANILO100,6PX77A9R,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,74XT96AS,DANILO100,74XT96AS,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,7L27WDUQ,DANILO100,7L27WDUQ,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,7M1E4T3B,DANILO100,7M1E4T3B,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,7RYWIWSJ,DANILO100,7RYWIWSJ,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,7UUVTS7K,DANILO100,7UUVTS7K,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,8471NKGT,DANILO100,8471NKGT,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,89UIUN8L,DANILO100,89UIUN8L,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,8J4FTXNA,DANILO100,8J4FTXNA,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,8TX4QC15,DANILO100,8TX4QC15,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,96XJJSTK,DANILO100,96XJJSTK,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,98WQR826,DANILO100,98WQR826,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,9L3M1DWV,DANILO100,9L3M1DWV,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,9NT5WJ9M,DANILO100,9NT5WJ9M,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,9P15FFL4,DANILO100,9P15FFL4,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,9VNLLIDW,DANILO100,9VNLLIDW,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,A41RGBM5,DANILO100,A41RGBM5,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,AAWG3UJY,DANILO100,AAWG3UJY,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,ADTFDQYY,DANILO100,ADTFDQYY,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,AFJY9XBQ,DANILO100,AFJY9XBQ,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,AQUV76RF,DANILO100,AQUV76RF,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,ATQUI36F,DANILO100,ATQUI36F,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,B33ZDVFP,DANILO100,B33ZDVFP,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,B8QGJY7G,DANILO100,B8QGJY7G,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,BCNYY2WQ,DANILO100,BCNYY2WQ,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,BSS3ELZZ,DANILO100,BSS3ELZZ,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,BVRKTPP8,DANILO100,BVRKTPP8,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,C5TH93SG,DANILO100,C5TH93SG,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,C6SPGI11,DANILO100,C6SPGI11,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,CAQ7UKQ9,DANILO100,CAQ7UKQ9,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,CNW34QKY,DANILO100,CNW34QKY,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,CUJKATCR,DANILO100,CUJKATCR,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,CUTSQ8IS,DANILO100,CUTSQ8IS,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,D9SFR5JT,DANILO100,D9SFR5JT,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,DCPE21YU,DANILO100,DCPE21YU,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,DEFWY8AL,DANILO100,DEFWY8AL,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,DPQTWGRA,DANILO100,DPQTWGRA,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,DYIHTV35,DANILO100,DYIHTV35,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,EBJXMBVK,DANILO100,EBJXMBVK,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,ERN14WYV,DANILO100,ERN14WYV,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,EULIIZN4,DANILO100,EULIIZN4,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,F9L6JVP5,DANILO100,F9L6JVP5,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,FCH5UR46,DANILO100,FCH5UR46,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,FMS2T1JU,DANILO100,FMS2T1JU,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,FTFJZ4BM,DANILO100,FTFJZ4BM,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,FTPREIHN,DANILO100,FTPREIHN,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,FYC8LM9F,DANILO100,FYC8LM9F,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,G7NDGEIP,DANILO100,G7NDGEIP,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,GBKCRBXP,DANILO100,GBKCRBXP,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,GDBVMIAG,DANILO100,GDBVMIAG,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,GRHRWN56,DANILO100,GRHRWN56,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,GVF9AQUF,DANILO100,GVF9AQUF,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,GXEGH63Z,DANILO100,GXEGH63Z,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,HAEWCLVG,DANILO100,HAEWCLVG,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,HJ8K917A,DANILO100,HJ8K917A,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,HNKSKRQ6,DANILO100,HNKSKRQ6,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,HQJZS7YQ,DANILO100,HQJZS7YQ,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,HTHH7ANY,DANILO100,HTHH7ANY,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,IBD3J231,DANILO100,IBD3J231,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,IFBKY5S9,DANILO100,IFBKY5S9,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,IHAS6K1U,DANILO100,IHAS6K1U,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,ISAHNEAH,DANILO100,ISAHNEAH,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,ISKP4TGI,DANILO100,ISKP4TGI,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,IX77AW8B,DANILO100,IX77AW8B,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,JAGBGLWK,DANILO100,JAGBGLWK,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,JDETUNLT,DANILO100,JDETUNLT,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,JJ1B2SDL,DANILO100,JJ1B2SDL,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,JWAF7G2V,DANILO100,JWAF7G2V,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,K274TYZN,DANILO100,K274TYZN,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,K9AU1WUB,DANILO100,K9AU1WUB,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,KC7TCT9C,DANILO100,KC7TCT9C,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,KH4IXB76,DANILO100,KH4IXB76,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,KSDFWJMU,DANILO100,KSDFWJMU,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,LA928C3W,DANILO100,LA928C3W,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,LE7JMES5,DANILO100,LE7JMES5,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,LG6RUUZP,DANILO100,LG6RUUZP,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,LRGNS4GE,DANILO100,LRGNS4GE,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,LW36Z776,DANILO100,LW36Z776,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,LYA5H3KN,DANILO100,LYA5H3KN,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,M3ZULQ5Z,DANILO100,M3ZULQ5Z,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,MCARJYKP,DANILO100,MCARJYKP,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,MI7G6GIH,DANILO100,MI7G6GIH,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,MIW9Q2CG,DANILO100,MIW9Q2CG,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,MT76PBS6,DANILO100,MT76PBS6,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,N133H9YJ,DANILO100,N133H9YJ,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,NGZHML61,DANILO100,NGZHML61,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,NR9EKULQ,DANILO100,NR9EKULQ,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,NU6DWR1Q,DANILO100,NU6DWR1Q,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,P3TKDGBB,DANILO100,P3TKDGBB,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,PD3HCPRZ,DANILO100,PD3HCPRZ,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,PF2PJ5ZK,DANILO100,PF2PJ5ZK,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,PIZ7X8PT,DANILO100,PIZ7X8PT,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,PMW7943U,DANILO100,PMW7943U,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,PVY4NH72,DANILO100,PVY4NH72,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,PX647DJI,DANILO100,PX647DJI,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,PZWL3JWA,DANILO100,PZWL3JWA,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,Q2VTAZ4V,DANILO100,Q2VTAZ4V,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,QB6Q89KJ,DANILO100,QB6Q89KJ,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,QH3FURHD,DANILO100,QH3FURHD,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,QHS8FCBC,DANILO100,QHS8FCBC,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,QMPX1V96,DANILO100,QMPX1V96,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,R4WILLMN,DANILO100,R4WILLMN,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,RJTXQYU5,DANILO100,RJTXQYU5,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,RXZUZ4PU,DANILO100,RXZUZ4PU,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,RZX27JXE,DANILO100,RZX27JXE,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,S2PJ3RA6,DANILO100,S2PJ3RA6,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,SCYG1ZQV,DANILO100,SCYG1ZQV,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,SEXN8FYF,DANILO100,SEXN8FYF,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,SHV6MINP,DANILO100,SHV6MINP,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,SLS5XE3P,DANILO100,SLS5XE3P,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,SV22WMIE,DANILO100,SV22WMIE,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,SYSKSUV6,DANILO100,SYSKSUV6,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,T4P9DDTZ,DANILO100,T4P9DDTZ,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,T6NGKT1J,DANILO100,T6NGKT1J,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,TGN64MB7,DANILO100,TGN64MB7,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,TZRSZA4Q,DANILO100,TZRSZA4Q,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,U3RHAWLI,DANILO100,U3RHAWLI,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,U8EZG1DB,DANILO100,U8EZG1DB,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,UERE164R,DANILO100,UERE164R,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,UGXDJ2H8,DANILO100,UGXDJ2H8,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,UIPWF9TZ,DANILO100,UIPWF9TZ,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,ULKVQ581,DANILO100,ULKVQ581,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,UWVSNEPQ,DANILO100,UWVSNEPQ,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,UYTZVUWA,DANILO100,UYTZVUWA,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,V1KIR292,DANILO100,V1KIR292,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,V6H7DJ7V,DANILO100,V6H7DJ7V,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,VGR4CSMJ,DANILO100,VGR4CSMJ,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,VKM4MP2K,DANILO100,VKM4MP2K,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,VUX1KXH9,DANILO100,VUX1KXH9,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,W3K83NSU,DANILO100,W3K83NSU,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
